State,Industry,Series ID,Month,Turnover
Queensland,Department stores,A3349562T,2001 Jul,181.4
Queensland,Department stores,A3349562T,2001 Aug,165.8
Queensland,Department stores,A3349562T,2001 Sep,174
Queensland,Department stores,A3349562T,2001 Oct,192.7
Queensland,Department stores,A3349562T,2001 Nov,222.7
Queensland,Department stores,A3349562T,2001 Dec,379.5
Queensland,Department stores,A3349562T,2002 Jan,180.4
Queensland,Department stores,A3349562T,2002 Feb,137.1
Queensland,Department stores,A3349562T,2002 Mar,170.5
Queensland,Department stores,A3349562T,2002 Apr,171
Queensland,Department stores,A3349562T,2002 May,192.2
Queensland,Department stores,A3349562T,2002 Jun,187.5
Queensland,Department stores,A3349562T,2002 Jul,185
Queensland,Department stores,A3349562T,2002 Aug,186.9
Queensland,Department stores,A3349562T,2002 Sep,190
Queensland,Department stores,A3349562T,2002 Oct,208.1
Queensland,Department stores,A3349562T,2002 Nov,251.8
Queensland,Department stores,A3349562T,2002 Dec,390.6
Queensland,Department stores,A3349562T,2003 Jan,191.6
Queensland,Department stores,A3349562T,2003 Feb,152.5
Queensland,Department stores,A3349562T,2003 Mar,178.6
Queensland,Department stores,A3349562T,2003 Apr,201.6
Queensland,Department stores,A3349562T,2003 May,206.1
Queensland,Department stores,A3349562T,2003 Jun,205.4
Queensland,Department stores,A3349562T,2003 Jul,209.2
Queensland,Department stores,A3349562T,2003 Aug,196.3
Queensland,Department stores,A3349562T,2003 Sep,221
Queensland,Department stores,A3349562T,2003 Oct,233.8
Queensland,Department stores,A3349562T,2003 Nov,265.2
Queensland,Department stores,A3349562T,2003 Dec,422.2
Queensland,Department stores,A3349562T,2004 Jan,215.9
Queensland,Department stores,A3349562T,2004 Feb,173.6
Queensland,Department stores,A3349562T,2004 Mar,194.3
Queensland,Department stores,A3349562T,2004 Apr,217.2
Queensland,Department stores,A3349562T,2004 May,218.9
Queensland,Department stores,A3349562T,2004 Jun,247.1
Queensland,Department stores,A3349562T,2004 Jul,238.5
Queensland,Department stores,A3349562T,2004 Aug,216.6
Queensland,Department stores,A3349562T,2004 Sep,251.7
Queensland,Department stores,A3349562T,2004 Oct,253.5
Queensland,Department stores,A3349562T,2004 Nov,278.8
Queensland,Department stores,A3349562T,2004 Dec,449.4
Queensland,Department stores,A3349562T,2005 Jan,230.2
Queensland,Department stores,A3349562T,2005 Feb,182
Queensland,Department stores,A3349562T,2005 Mar,229.8
Queensland,Department stores,A3349562T,2005 Apr,201
Queensland,Department stores,A3349562T,2005 May,223
Queensland,Department stores,A3349562T,2005 Jun,257.8
Queensland,Department stores,A3349562T,2005 Jul,239.2
Queensland,Department stores,A3349562T,2005 Aug,229.2
Queensland,Department stores,A3349562T,2005 Sep,244.5
Queensland,Department stores,A3349562T,2005 Oct,245.8
Queensland,Department stores,A3349562T,2005 Nov,280.7
Queensland,Department stores,A3349562T,2005 Dec,465.7
Queensland,Department stores,A3349562T,2006 Jan,225.2
Queensland,Department stores,A3349562T,2006 Feb,191.6
Queensland,Department stores,A3349562T,2006 Mar,222.5
Queensland,Department stores,A3349562T,2006 Apr,231
Queensland,Department stores,A3349562T,2006 May,229.8
Queensland,Department stores,A3349562T,2006 Jun,267.5
Queensland,Department stores,A3349562T,2006 Jul,270.9
Queensland,Department stores,A3349562T,2006 Aug,244
Queensland,Department stores,A3349562T,2006 Sep,238.6
Queensland,Department stores,A3349562T,2006 Oct,259.2
Queensland,Department stores,A3349562T,2006 Nov,308.2
Queensland,Department stores,A3349562T,2006 Dec,492.4
Queensland,Department stores,A3349562T,2007 Jan,248.1
Queensland,Department stores,A3349562T,2007 Feb,200
Queensland,Department stores,A3349562T,2007 Mar,242.4
Queensland,Department stores,A3349562T,2007 Apr,235
Queensland,Department stores,A3349562T,2007 May,245.8
Queensland,Department stores,A3349562T,2007 Jun,292.4
Queensland,Department stores,A3349562T,2007 Jul,286.4
Queensland,Department stores,A3349562T,2007 Aug,262.1
Queensland,Department stores,A3349562T,2007 Sep,276.8
Queensland,Department stores,A3349562T,2007 Oct,283
Queensland,Department stores,A3349562T,2007 Nov,327.8
Queensland,Department stores,A3349562T,2007 Dec,530.4
Queensland,Department stores,A3349562T,2008 Jan,280.9
Queensland,Department stores,A3349562T,2008 Feb,219.7
Queensland,Department stores,A3349562T,2008 Mar,263.6
Queensland,Department stores,A3349562T,2008 Apr,264
Queensland,Department stores,A3349562T,2008 May,273.7
Queensland,Department stores,A3349562T,2008 Jun,271.5
Queensland,Department stores,A3349562T,2008 Jul,323.5
Queensland,Department stores,A3349562T,2008 Aug,261.5
Queensland,Department stores,A3349562T,2008 Sep,288.2
Queensland,Department stores,A3349562T,2008 Oct,293.4
Queensland,Department stores,A3349562T,2008 Nov,335.8
Queensland,Department stores,A3349562T,2008 Dec,576.2
Queensland,Department stores,A3349562T,2009 Jan,296
Queensland,Department stores,A3349562T,2009 Feb,207.1
Queensland,Department stores,A3349562T,2009 Mar,269.7
Queensland,Department stores,A3349562T,2009 Apr,283.1
Queensland,Department stores,A3349562T,2009 May,298.3
Queensland,Department stores,A3349562T,2009 Jun,294.6
Queensland,Department stores,A3349562T,2009 Jul,320.6
Queensland,Department stores,A3349562T,2009 Aug,280.8
Queensland,Department stores,A3349562T,2009 Sep,288.1
Queensland,Department stores,A3349562T,2009 Oct,310.2
Queensland,Department stores,A3349562T,2009 Nov,345.8
Queensland,Department stores,A3349562T,2009 Dec,559.2
Queensland,Department stores,A3349562T,2010 Jan,296.1
Queensland,Department stores,A3349562T,2010 Feb,219.6
Queensland,Department stores,A3349562T,2010 Mar,267.6
Queensland,Department stores,A3349562T,2010 Apr,259.7
Queensland,Department stores,A3349562T,2010 May,267.1
Queensland,Department stores,A3349562T,2010 Jun,302.3
Queensland,Department stores,A3349562T,2010 Jul,324
Queensland,Department stores,A3349562T,2010 Aug,270.5
Queensland,Department stores,A3349562T,2010 Sep,297.8
Queensland,Department stores,A3349562T,2010 Oct,293.9
Queensland,Department stores,A3349562T,2010 Nov,348.8
Queensland,Department stores,A3349562T,2010 Dec,546.7
Queensland,Department stores,A3349562T,2011 Jan,288.2
Queensland,Department stores,A3349562T,2011 Feb,229
Queensland,Department stores,A3349562T,2011 Mar,261.5
Queensland,Department stores,A3349562T,2011 Apr,282.3
Queensland,Department stores,A3349562T,2011 May,275.4
Queensland,Department stores,A3349562T,2011 Jun,296.5
Queensland,Department stores,A3349562T,2011 Jul,315.2
Queensland,Department stores,A3349562T,2011 Aug,269.8
Queensland,Department stores,A3349562T,2011 Sep,282
Queensland,Department stores,A3349562T,2011 Oct,283.6
Queensland,Department stores,A3349562T,2011 Nov,339.3
Queensland,Department stores,A3349562T,2011 Dec,543.9
Queensland,Department stores,A3349562T,2012 Jan,279.5
Queensland,Department stores,A3349562T,2012 Feb,227
Queensland,Department stores,A3349562T,2012 Mar,268.9
Queensland,Department stores,A3349562T,2012 Apr,273.3
Queensland,Department stores,A3349562T,2012 May,288.8
Queensland,Department stores,A3349562T,2012 Jun,329.3
Queensland,Department stores,A3349562T,2012 Jul,297.2
Queensland,Department stores,A3349562T,2012 Aug,283.9
Queensland,Department stores,A3349562T,2012 Sep,290.6
Queensland,Department stores,A3349562T,2012 Oct,297.7
Queensland,Department stores,A3349562T,2012 Nov,345.4
Queensland,Department stores,A3349562T,2012 Dec,558.3
Queensland,Department stores,A3349562T,2013 Jan,289.4
Queensland,Department stores,A3349562T,2013 Feb,230.8
Queensland,Department stores,A3349562T,2013 Mar,282.8
Queensland,Department stores,A3349562T,2013 Apr,255.1
Queensland,Department stores,A3349562T,2013 May,289.5
Queensland,Department stores,A3349562T,2013 Jun,309.6
Queensland,Department stores,A3349562T,2013 Jul,289.3
Queensland,Department stores,A3349562T,2013 Aug,281.5
Queensland,Department stores,A3349562T,2013 Sep,287.6
Queensland,Department stores,A3349562T,2013 Oct,299.9
Queensland,Department stores,A3349562T,2013 Nov,338.2
Queensland,Department stores,A3349562T,2013 Dec,544.8
Queensland,Department stores,A3349562T,2014 Jan,297.3
Queensland,Department stores,A3349562T,2014 Feb,211.5
Queensland,Department stores,A3349562T,2014 Mar,253.6
Queensland,Department stores,A3349562T,2014 Apr,267.3
Queensland,Department stores,A3349562T,2014 May,283.3
Queensland,Department stores,A3349562T,2014 Jun,283.4
Queensland,Department stores,A3349562T,2014 Jul,316
Queensland,Department stores,A3349562T,2014 Aug,264.4
Queensland,Department stores,A3349562T,2014 Sep,283.1
Queensland,Department stores,A3349562T,2014 Oct,296.5
Queensland,Department stores,A3349562T,2014 Nov,341.4
Queensland,Department stores,A3349562T,2014 Dec,549.5
Queensland,Department stores,A3349562T,2015 Jan,294
Queensland,Department stores,A3349562T,2015 Feb,208
Queensland,Department stores,A3349562T,2015 Mar,259.7
Queensland,Department stores,A3349562T,2015 Apr,270.6
Queensland,Department stores,A3349562T,2015 May,274.6
Queensland,Department stores,A3349562T,2015 Jun,291.6
Queensland,Department stores,A3349562T,2015 Jul,317.1
Queensland,Department stores,A3349562T,2015 Aug,273.4
Queensland,Department stores,A3349562T,2015 Sep,283.6
Queensland,Department stores,A3349562T,2015 Oct,304.1
Queensland,Department stores,A3349562T,2015 Nov,349.4
Queensland,Department stores,A3349562T,2015 Dec,566.5
Queensland,Department stores,A3349562T,2016 Jan,305.1
Queensland,Department stores,A3349562T,2016 Feb,224.6
Queensland,Department stores,A3349562T,2016 Mar,274.7
Queensland,Department stores,A3349562T,2016 Apr,266.5
Queensland,Department stores,A3349562T,2016 May,269.7
Queensland,Department stores,A3349562T,2016 Jun,312.2
Queensland,Department stores,A3349562T,2016 Jul,300.4
Queensland,Department stores,A3349562T,2016 Aug,266.9
Queensland,Department stores,A3349562T,2016 Sep,286.6
Queensland,Department stores,A3349562T,2016 Oct,298.3
Queensland,Department stores,A3349562T,2016 Nov,337.6
Queensland,Department stores,A3349562T,2016 Dec,555.1
Queensland,Department stores,A3349562T,2017 Jan,283.7
Queensland,Department stores,A3349562T,2017 Feb,211.5
Queensland,Department stores,A3349562T,2017 Mar,253.7
Queensland,Department stores,A3349562T,2017 Apr,288.4
Queensland,Department stores,A3349562T,2017 May,269.3
Queensland,Department stores,A3349562T,2017 Jun,299.4
Queensland,Department stores,A3349562T,2017 Jul,289.5
Queensland,Department stores,A3349562T,2017 Aug,269.3
Queensland,Department stores,A3349562T,2017 Sep,289.1
Queensland,Department stores,A3349562T,2017 Oct,299.5
Queensland,Department stores,A3349562T,2017 Nov,337.4
Queensland,Department stores,A3349562T,2017 Dec,544.8
Queensland,Department stores,A3349562T,2018 Jan,291.4
Queensland,Department stores,A3349562T,2018 Feb,219.9
Queensland,Department stores,A3349562T,2018 Mar,275.4
Queensland,Department stores,A3349562T,2018 Apr,260.8
Queensland,Department stores,A3349562T,2018 May,291
Queensland,Department stores,A3349562T,2018 Jun,308.7
Queensland,Department stores,A3349562T,2018 Jul,291.5
Queensland,Department stores,A3349562T,2018 Aug,275
Queensland,Department stores,A3349562T,2018 Sep,282.3
Queensland,Department stores,A3349562T,2018 Oct,304.9
Queensland,Department stores,A3349562T,2018 Nov,345
Queensland,Department stores,A3349562T,2018 Dec,547.1
